,categoria,product_id,envios,ventas,aceptación,contribución,title
183,complementos,eb3e2fd2-2d5d-43d3-aaca-535c18b58177,35340,12491,0.35345217883418223,0.11086756912802848,Filarmonique Scarf wool
184,complementos,ec81514c-d0f6-458a-bd4a-20ed31c195fb,46774,17197,0.36766152135801944,0.15263706559080184,Cloclassic Scarf raising
185,complementos,ec8899f5-3c32-4c69-b5fe-5f1c26f8a583,6619,1913,0.2890164677443723,0.016979397945874507,Bocapple Bag suede 
186,complementos,ecb88a20-ec78-406a-a6fb-fff93a772468,11722,3804,0.3245180003412387,0.03376352837747341,Kassia Foulard cahier 
187,complementos,ed969832-3038-49a5-86ba-288439e9a804,12843,4641,0.36136416725064235,0.04119256971604997,Clochecks Scarf washed 
188,complementos,ef6cc2bb-ff66-43f9-ae0d-b4cc89cd929b,10292,3980,0.386708122813836,0.03532566849167827,Kalica Foulard film
189,complementos,ef6e6d8d-5575-4927-98c9-62a3ecd27832,7125,2683,0.37656140350877193,0.023813760945520807,Kaia Foulard film 
190,complementos,efb38a65-e4dd-4942-8f73-d9268f284055,12073,3826,0.3169054915928104,0.033958795891749015,Leandra Scarf cahier 
191,complementos,efd8b40c-b4b5-443e-938f-6b65fadba419,5476,1957,0.35737764791818843,0.017369932974425725,Lander Scarf cahier 
192,complementos,f00e115d-86a7-4cc3-a2c6-6d2c8de67dff,2441,902,0.36952068824252354,0.008005968085299952,Arel Bag gold 
193,complementos,f088bf43-eab9-4153-8e38-57d8f709cba9,3321,1166,0.35109906654622103,0.010349178256607253,Iaruby Scarf ichi 
194,complementos,f0b0a4f7-66c4-4878-b924-12ed2a569ae9,7477,3804,0.5087601979403504,0.03376352837747341,Pera Scarf sew 
195,complementos,f1be8758-cf7b-4d05-b5c5-7764e6821a61,15130,4331,0.2862524785194977,0.038441072923984576,Bocamber Bag cow 
196,complementos,f315f453-ec61-4a6e-8690-c0edff7ebab0,836,330,0.39473684210526316,0.0029290127141341285,Leather Bag gold 
197,complementos,f3da3e5f-5c49-401e-aa75-125346c32ad6,9500,3188,0.33557894736842103,0.02829603797775637,Timandra Bag film
198,complementos,f4766148-0908-41f9-ba98-094d136a452a,2464,660,0.26785714285714285,0.005858025428268257,Pcbianca Bag cross 
199,complementos,f55a7bb8-8a8c-49e6-ad7f-4196a84884a8,19946,6640,0.3328988268324476,0.05893528612682004,Seema Bag sew 
200,complementos,f6882ea0-0583-4e63-96a9-8faebde30664,6927,2815,0.40638082864154756,0.024985366031174457,Filoso Scarf wool 
201,complementos,f73190e8-eef3-471c-90b7-f80c0b6350ca,26939,9214,0.3420319982181967,0.08178158529706624,Nudiris Scarf acrylic 
202,complementos,f7e6f4e6-e0ce-4853-a29d-8554f83c4931,6509,1957,0.30066062375172836,0.017369932974425725,Cahier Foulard aurora
